exerciseNumber,puzzleId,difficulty,game,solutionSequence,moveCount,extractionConfidence,sourcePdfPage
902,intermediate-0902,intermediate,"Peter Svidler - Ruslan Ponomariov, Eilat (1) 2012","[""Bd5"", ""Bxg6"", ""Bxg6"", ""Rg7+"", ""Kf8"", ""Rxf7"", ""Kxf7"", ""Bxg6+"", ""Kxg6"", ""Nf4+"", ""Kf7"", ""g6+"", ""Kxf6"", ""Rxe8"", ""Rxe2"", ""Bxd5"", ""Rxe8#""]",17,low,334
903,intermediate-0903,intermediate,"Ruslan Ponomariov - Leinier Dominguez Perez, Tashkent 2012","[""Rxe7"", ""Bc7"", ""Rxc7"", ""Qxc7"", ""Qxc7"", ""Rxc7"", ""Nc8"", ""Qxe7"", ""Rxe7"", ""Nf6+""]",10,medium,334
904,intermediate-0904,intermediate,"Deshun Xiu - Ruslan Ponomariov, Danzhou 2014","[""f5+"", ""gxf5"", ""gxf5+"", ""Ke5"", ""Ke3"", ""Rde2#""]",6,medium,335
905,intermediate-0905,intermediate,"Fabiano Caruana - Ruslan Ponomariov, Dortmund 2014","[""Re7"", ""Qxe7"", ""Kb8"", ""Ba6""]",4,medium,335
906,intermediate-0906,intermediate,"Ivan Cheparinov - Ruslan Ponomariov, Tromsø (ol) 2014","[""Nb5"", ""Rcc8"", ""Bxb5"", ""Rxd8+"", ""Bxd8"", ""cxb6+"", ""Re7"", ""bxa7+""]",8,medium,335
907,intermediate-0907,intermediate,"Ruslan Ponomariov - Jure Borisek, Berlin (blitz) 2015","[""Nf5"", ""Qe6"", ""gxf5"", ""Qg5+"", ""Bg7"", ""Qxg7#""]",6,medium,335
908,intermediate-0908,intermediate,"Ruslan Ponomariov - Axel Bachmann, Berlin (blitz) 2015","[""Bxf6"", ""Bxf6"", ""Ba6"", ""Nxa4"", ""Bxa6"", ""Rxb6+""]",6,medium,335
909,intermediate-0909,intermediate,"Ruslan Ponomariov - Francisco Vallejo Pons, Madrid 2016","[""e4"", ""e6+"", ""Kxe6"", ""e4"", ""Rd1"", ""Bb7"", ""Qd4"", ""Qxe4"", ""Rxd2+""]",9,medium,335
910,intermediate-0910,intermediate,"Rustam Kasimdzhanov - Patrice Verdier, Corsica (rapid) 1997","[""Nxg6"", ""Qd3"", ""fxg6"", ""Qxf8+""]",4,medium,335
911,intermediate-0911,intermediate,"Rustam Kasimdzhanov - Giorgi Bakhtadze, Yerevan 1999","[""Ne6+"", ""Ke7"", ""Nxe6"", ""Rxd7"", ""Nf6"", ""Rxc4"", ""Nxc4"", ""Nf6"", ""Ne5+""]",9,medium,335
912,intermediate-0912,intermediate,Rustam Kasimdzhanov - Gerald Hertneck Germany 2001,"[""Rxc5"", ""Qb5"", ""Rb6"", ""Nc6"", ""Rdxc6"", ""Bb7+"", ""Rxb7"", ""Qxc6"", ""c4"", ""Rxc5"", ""Bb7+"", ""Qxb7"", ""Rxb7"", ""Kxb7"", ""Qb4+""]",15,low,336
913,intermediate-0913,intermediate,"Etienne Bacrot - Rustam Kasimdzhanov, Moscow 2002","[""Rxf3"", ""Bxe4"", ""Bxe4"", ""Rxe4"", ""fxe4"", ""Qf2+"", ""Kh1"", ""Qe2"", ""Bg5"", ""Bh3+"", ""Kxh3"", ""Rxf3+"", ""Kg2"", ""Rf2+"", ""Kh1"", ""Kxf3"", ""Qc4"", ""Bg4"", ""Bxe4+"", ""Kg3"", ""Kxe4"", ""Qd4#""]",22,low,336
914,intermediate-0914,intermediate,"Thomas Luther - Rustam Kasimdzhanov, Mainz 2003","[""h4"", ""Ne4"", ""Bxe4"", ""dxe4"", ""Nh3+"", ""Kf1"", ""Nxf2""]",7,medium,336
915,intermediate-0915,intermediate,"Rustam Kasimdzhanov - Mark Bluvshtein, Khanty-Mansiysk (ol) 2010","[""Qg6+"", ""Qxg6"", ""Nxg6"", ""Kxg6"", ""d7""]",5,medium,336
916,intermediate-0916,intermediate,"Rustam Kasimdzhanov - Mohammad Miran Khademi, Mashhad 2011","[""Rxe8"", ""c5+"", ""Nxc5"", ""Nc4+"", ""Ke6"", ""R8a7"", ""a1=N+"", ""Rxe8"", ""Rd7#""]",9,medium,336
917,intermediate-0917,intermediate,"Rustam Kasimdzhanov - Liviu Dieter Nisipeanu, Rogaska Slatina 2011","[""Nc5""]",1,medium,336
918,intermediate-0918,intermediate,"Rustam Kasimdzhanov - Marat Dzhumaev, Tashkent 2011","[""g4"", ""Nc2"", ""Bxg4"", ""Qf7+"", ""Kh8"", ""Qxh7#""]",6,medium,336
919,intermediate-0919,intermediate,"Rustam Kasimdzhanov - Henrik Teske, Germany 2011","[""f7"", ""Bxf7"", ""Bc6+"", ""Rd6"", ""Bf3"", ""Rxe1"", ""Nxc6+"", ""Bd5"", ""Ba8"", ""Rd7+"", ""Rxd5"", ""Nxd5"", ""Re8+"", ""Nxf7"", ""Kxf7"", ""Bh5+""]",16,low,336
920,intermediate-0920,intermediate,"Dimitar Donchev - Veselin Topalov, Sofia 1989","[""Nfe5"", ""d7"", ""Bxe5"", ""Nh6+""]",4,medium,337
921,intermediate-0921,intermediate,"Eran Liss - Veselin Topalov, Singapore 1990","[""f5"", ""dxe3"", ""Nxf5"", ""Qg8+"", ""Bxf5"", ""dxe3"", ""Ke7"", ""Qf7+"", ""Kd6"", ""Qd7+"", ""gxf5"", ""Bh6"", ""f6+""]",13,low,337
922,intermediate-0922,intermediate,"Vasilios Kotronias - Veselin Topalov, Kavala 1990","[""Nxe6"", ""Bc6"", ""Qxe6"", ""Rxd7+""]",4,medium,337
923,intermediate-0923,intermediate,"Veselin Topalov - Jacob Bjerre Jensen, Copenhagen 1991","[""Nf4"", ""Qe7"", ""Bh3"", ""Rxe5"", ""dxe5"", ""Qxe5"", ""Qg5"", ""Rd8+"", ""Qxf4"", ""Rh5+"", ""Rxh5"", ""Qxf4""]",12,medium,337
924,intermediate-0924,intermediate,"Veselin Topalov - Juan Mellado Trivino, Terrassa 1992","[""Nd6"", ""Nb4"", ""Bxd6"", ""Qxd5+""]",4,medium,337
925,intermediate-0925,intermediate,"Mikhail Nedobora - Veselin Topalov, Candas 1992","[""e4"", ""Re3"", ""fxe4"", ""Be5""]",4,medium,337
926,intermediate-0926,intermediate,"Jesus Maria Iruzubieta Villaluenga - Veselin Topalov, Elgoibar 1992","[""Nxg5""]",1,medium,337
927,intermediate-0927,intermediate,"Veselin Topalov - Alfonso Romero Holmes, Leon 1993","[""Bh6"", ""Qc3"", ""Bxh6"", ""Qxg6+"", ""Bg7"", ""Qxh5+""]",6,medium,338
928,intermediate-0928,intermediate,"Jesus Maria De la Villa - Veselin Topalov, Pamplona 1994","[""Rxh8"", ""Rxh8"", ""Kf6""]",3,medium,338
929,intermediate-0929,intermediate,"Veselin Topalov - Judit Polgar, Novgorod 1996","[""Rxe6+"", ""d5"", ""Rxc2"", ""Na3"", ""Kf8"", ""fxe6"", ""Qxe6+""]",7,medium,338
930,intermediate-0930,intermediate,"Loek van Wely - Veselin Topalov, Antwerp 1997","[""c2+"", ""Ka2"", ""Rxc2"", ""Qe1+""]",4,medium,338
931,intermediate-0931,intermediate,"Loek van Wely - Veselin Topalov, Monte Carlo (blindfold) 1997","[""Ne8+"", ""Rxh8"", ""Kxh8"", ""Ne8"", ""Ng8"", ""Kf7"", ""Nxf6""]",7,medium,338
932,intermediate-0932,intermediate,"Predrag Nikolic - Veselin Topalov, Linares 1997","[""Ne5"", ""Nf2+"", ""Rxf2"", ""Qxh3+"", ""Kg1"", ""fxe5"", ""Qxh3#""]",7,medium,338
933,intermediate-0933,intermediate,"Veselin Topalov - Jan Timman, Elista (ol) 1998","[""Bxh4"", ""Qd3"", ""Qxh4"", ""Rxd6"", ""Rxd6"", ""Ne4"", ""Qxd6+"", ""d2"", ""Nf6""]",9,medium,338
934,intermediate-0934,intermediate,"Alexei Shirov - Veselin Topalov, Sarajevo 2000","[""Qxc5"", ""h5"", ""h6"", ""Nxe4"", ""Nf4"", ""f5"", ""Ne6+""]",7,medium,338
935,intermediate-0935,intermediate,"Francisco Vallejo Pons - Veselin Topalov, Barcelona 2000","[""Rxg5+"", ""Qxf3"", ""Nxf3"", ""Rxf6"", ""Rg3"", ""Bg7"", ""Nxg1"", ""Nxg1"", ""Kf8"", ""Bxg5"", ""Qxg5+""]",11,medium,339
936,intermediate-0936,intermediate,"Rafael Vaganian - Veselin Topalov, Istanbul (ol) 2000","[""Qxe6"", ""Qg7"", ""Qd3"", ""c2"", ""Rxf6"", ""c1=Q+"", ""Kh2"", ""Rb1+"", ""Bf1"", ""Qh4"", ""dxe6"", ""c2"", ""Qe3"", ""Rb1+"", ""Kh2"", ""c1=Q""]",16,low,339
937,intermediate-0937,intermediate,"Veselin Topalov - Alexander Morozevich, Cannes 2002","[""Be4"", ""Nxf2+"", ""Rxb5"", ""Ra8+""]",4,medium,339
938,intermediate-0938,intermediate,"Veselin Topalov - Peter Leko, Dubai 2002","[""Ne5"", ""Qg3"", ""Qe2"", ""Nxg6"", ""hxg6"", ""Qxg6"", ""Rxh5""]",7,medium,339
939,intermediate-0939,intermediate,"Alexei Shirov - Veselin Topalov, Prague 2002","[""d7"", ""Nxd7"", ""Nd6+"", ""Kg6"", ""Nxc4+""]",5,medium,339
940,intermediate-0940,intermediate,"Veselin Topalov - Evgeny Bareev, Dortmund (2) 2002","[""Nxb5+"", ""c4"", ""Rac8"", ""Qe5"", ""a4"", ""b4"", ""axb5"", ""Rxb5"", ""Rxd5"", ""exd5"", ""Rxb5"", ""Rhe8"", ""Qc6"", ""Qa6"", ""Rdxd5"", ""Qe3+"", ""Nxe3"", ""Rd7+"", ""exd5"", ""Qe7+""]",20,low,339
941,intermediate-0941,intermediate,"Veselin Topalov - Francisco Vallejo Pons, Morelia/Linares 2006","[""Qxe1+"", ""Qxd5"", ""Rxe5+"", ""fxg6"", ""Qe6+"", ""Bxe1"", ""Be3+"", ""Kf1"", ""c1=Q"", ""Qxf7+"", ""Kd8""]",11,medium,339
942,intermediate-0942,intermediate,"Veselin Topalov - Gata Kamsky, Sofia 2009","[""Nxb4"", ""Rxd4"", ""Qxd4"", ""Rxc7"", ""Nxd3"", ""g7"", ""Qxf7+"", ""Kh8"", ""axb4"", ""Rxd4"", ""Qf8"", ""Qxd4"", ""Rxc7""]",13,low,340
943,intermediate-0943,intermediate,"Magnus Carlsen - Veselin Topalov, Sofia 2009","[""Qd3"", ""Qg4"", ""Qxe7"", ""Nxg6"", ""Qxc7"", ""Qxe7"", ""Qxc7"", ""Ng5+"", ""Nf6+"", ""Nxf6"", ""Qxg6+"", ""Kh8"", ""hxg5"", ""Qxg6+"", ""Kh8"", ""Qh5+"", ""Bh6"", ""Qxh6#""]",18,low,340
944,intermediate-0944,intermediate,"Vladimir Georgiev - Veselin Topalov, Novi Sad 2009","[""Nf4"", ""e6"", ""Qh6"", ""gxf4"", ""Qe6+""]",5,medium,340
945,intermediate-0945,intermediate,"Mark Bluvshtein - Veselin Topalov, Khanty-Mansiysk (ol) 2010","[""Nxd6"", ""Rxd6"", ""Bxd6"", ""Nf6+"", ""Kf7"", ""Bxd6"", ""Rxd6"", ""Rxe2"", ""Rxd6"", ""Qxe8+"", ""Kg7"", ""Qe7+""]",12,medium,340
946,intermediate-0946,intermediate,"Veselin Topalov - Magnus Carlsen, Astana (rapid) 2012","[""Nh5+"", ""gxh5"", ""Kf8"", ""Nf6+""]",4,medium,340
947,intermediate-0947,intermediate,"Wang Hao - Veselin Topalov, Stavanger (blitz) 2013","[""Nd5"", ""Qxb3"", ""Qa7"", ""Ne7+"", ""Nc7+"", ""Qxb3"", ""Nxb3"", ""Nc7+""]",8,medium,340
948,intermediate-0948,intermediate,"Sarunas Sulskis - Magnus Carlsen, Moscow 2004","[""Nd5"", ""Kh7"", ""Qxd5"", ""h6+""]",4,medium,340
949,intermediate-0949,intermediate,"Magnus Carlsen - Kjetil Lie, Trondheim 2004","[""Nxe5"", ""fxe5"", ""Bh4"", ""Rxe5"", ""Bf4"", ""Nxc7"", ""Rxg5""]",7,medium,341
950,intermediate-0950,intermediate,"Magnus Carlsen - Nurlan Ibrayev, Calvia (ol) 2004","[""Rxf6"", ""Qxf6"", ""hxg5"", ""hxg5"", ""gxf6"", ""gxf6"", ""gxf6"", ""Qh7+"", ""Kf8"", ""Qxf7#""]",10,medium,341
951,intermediate-0951,intermediate,"Magnus Carlsen - Vasilios Kotronias, Calvia (ol) 2004","[""Nxf6"", ""Kxf6"", ""Rxd6+"", ""Ke7"", ""Qxd6"", ""Qxe3"", ""Rxh4"", ""Qxa7+""]",8,medium,341
952,intermediate-0952,intermediate,"Alexander Graf - Magnus Carlsen, Sanxenxo 2004","[""Bc6""]",1,medium,341
953,intermediate-0953,intermediate,"Magnus Carlsen - Predrag Nikolic, Wijk aan Zee 2005","[""Ng5+"", ""fxg5"", ""Qf3+"", ""Kg8"", ""Rxe6""]",5,medium,341
954,intermediate-0954,intermediate,"Magnus Carlsen - Oystein Hole, Gausdal 2005","[""Bxh7"", ""Kxh7"", ""Nxd4"", ""Bxg8"", ""Nxd4"", ""Kxh7"", ""Be3"", ""Rh8"", ""Nf5"", ""exf5"", ""Qxf5+"", ""Qg6"", ""Nf5"", ""Bxf7"", ""Nxh6"", ""Qxe6"", ""Qxe6"", ""Bxe6+""]",18,low,341
955,intermediate-0955,intermediate,"Magnus Carlsen - Gata Kamsky, Khanty-Mansiysk (1) 2005","[""c5+"", ""Kxc5"", ""Kxb5"", ""Re7"", ""Ka7"", ""Re7"", ""Bd4"", ""Bc3"", ""Rc7+"", ""Rc1"", ""Kb6"", ""Kd4"", ""Rd1+""]",13,low,341
956,intermediate-0956,intermediate,"Jan Smeets - Magnus Carlsen, Wijk aan Zee 2006","[""Rxg3+"", ""Kxg3"", ""Kf1"", ""Qh7"", ""fxg3"", ""Qf1+"", ""Qf3+"", ""Kh2"", ""Kg7"", ""Re4"", ""Rh8+"", ""Rh4"", ""Bxh4""]",13,low,341
957,intermediate-0957,intermediate,"Simon Williams - Magnus Carlsen, Reykjavik (blitz) 2006","[""Bh4"", ""Rxe4"", ""g3"", ""Qh1#""]",4,medium,342
958,intermediate-0958,intermediate,"Magnus Carlsen - Sergei Shipov, Tromsø 2006","[""d3"", ""d4"", ""Re1"", ""cxd3"", ""Nd4""]",5,medium,342
959,intermediate-0959,intermediate,"Magnus Carlsen - Kjetil Lie, Moss 2006","[""Rxf7"", ""Nxf7"", ""Rxc2"", ""Ne7+"", ""Kh8"", ""Be5#"", ""Nf6+"", ""Kf8"", ""Nxe8+""]",9,medium,342
960,intermediate-0960,intermediate,"Magnus Carlsen - Alexander Morozevich, Biel 2006","[""Rxd5"", ""cxd5"", ""Qf8+"", ""Kh7"", ""Ne8"", ""Qe5+"", ""f4""]",7,medium,342
961,intermediate-0961,intermediate,"Artur Yusupov - Magnus Carlsen, Amsterdam 2006","[""Nxf2"", ""Kxf2"", ""Nf1"", ""Qxg3+"", ""Ke2"", ""Qxh2+""]",6,medium,342
962,intermediate-0962,intermediate,"Magnus Carlsen - Dmitry Gurevich, Rishon Le Zion (blitz) 2006","[""Ne6+"", ""Bxe6"", ""fxe6"", ""Rxe5""]",4,medium,342
963,intermediate-0963,intermediate,"Magnus Carlsen - Simen Agdestein, Oslo 2006","[""Qd5"", ""Qf6"", ""Qe7"", ""Nxe5+"", ""Nxe5""]",5,medium,342
964,intermediate-0964,intermediate,"Alexander Motylev - Magnus Carlsen, Wijk aan Zee 2007","[""Re1"", ""g4"", ""Ng6"", ""hxg4"", ""Rxe6"", ""Nf5"", ""Rxe8"", ""Rxe8"", ""Qd2"", ""Nxd4"", ""Qxd4"", ""Re2"", ""Nf5"", ""Ng6"", ""e6"", ""cxd5"", ""cxd5"", ""Bxd5+"", ""cxd5"", ""Rxe6"", ""Nxd4"", ""Re7+"", ""Rxe7"", ""Qxe7+"", ""Nxd4"", ""cxd5"", ""Rxe6"", ""Nxd4"", ""Re7+"", ""Rxe7"", ""Qxe7+"", ""Kg6"", ""Bxd5"", ""dxe6+""]",34,low,342
965,intermediate-0965,intermediate,"Magnus Carlsen - Vassily Ivanchuk, Morelia/Linares 2007","[""d5"", ""Bxg7"", ""Kxg7"", ""d5"", ""exd5"", ""Nd4"", ""Qxe5"", ""exd5"", ""Nd4+""]",9,medium,342
966,intermediate-0966,intermediate,"Peter Leko - Magnus Carlsen, Monte Carlo (rapid) 2007","[""Qg4+"", ""Qxh1"", ""Qa5"", ""Kxb6"", ""Be7"", ""Kf2"", ""Kd2"", ""Bb4#""]",8,medium,342
967,intermediate-0967,intermediate,"Emil Sutovsky - Magnus Carlsen, Kemer 2007","[""c6"", ""dxc6"", ""Bb4""]",3,medium,343
968,intermediate-0968,intermediate,"Dmitri Jakovenko - Magnus Carlsen, Moscow 2007","[""Bxc4"", ""Qf4+"", ""Kh1"", ""Bxc4"", ""Bxc4"", ""Rd2"", ""Rb2"", ""Rd1"", ""Rb1"", ""Qh6"", ""Qxc4"", ""Bxc4"", ""Rd2""]",13,low,343
969,intermediate-0969,intermediate,"Vassily Ivanchuk - Magnus Carlsen, Nice (rapid) 2008","[""Bxh7+"", ""Qe4"", ""g6"", ""Bxb4"", ""Nxb4"", ""Qxb7"", ""Qxd3"", ""Kxh7"", ""Qe4+"", ""Kg8"", ""Bxb4"", ""Nxb4"", ""Qxb7""]",13,low,343
970,intermediate-0970,intermediate,"Magnus Carlsen - David Anton Guijarro, Madrid (simul) 2008","[""Rc4"", ""Rb8"", ""Nb3"", ""Bd7+"", ""Bb7+"", ""Rxc5"", ""bxc5"", ""Bb7+""]",8,medium,343
971,intermediate-0971,intermediate,"Magnus Carlsen - Leinier Dominguez Perez, Wijk aan Zee 2009","[""Rb7"", ""Bxe5"", ""Qxb5"", ""Bxg7+"", ""Kg8"", ""Rb4"", ""Qc2"", ""Qxc2"", ""Bxc2"", ""Bxe5"", ""Qc2"", ""Bxf1"", ""Bxe5+""]",13,low,343
972,intermediate-0972,intermediate,"Sergey Karjakin - Magnus Carlsen, Nice (blindfold) 2010","[""Rxh2+"", ""Rxh2"", ""Qxf3+"", ""Kg1"", ""Qg2"", ""Qd1+"", ""Qg1"", ""Qxg1+"", ""Kxg1"", ""Bxh2+""]",10,medium,343
973,intermediate-0973,intermediate,"Magnus Carlsen - Anish Giri, Wijk aan Zee 2011","[""e3"", ""Qb2"", ""fxe3"", ""Qxg5"", ""Qxg5"", ""Na4"", ""Qc2"", ""Nxc3"", ""Qxb6"", ""Bxe3"", ""Qg4"", ""e2"", ""Re1"", ""Qxc1"", ""Rxc1"", ""e1=Q+"", ""Rxe1"", ""Rxe1+"", ""Bf1"", ""Bh3""]",20,low,343
974,intermediate-0974,intermediate,"Magnus Carlsen - Hikaru Nakamura, Medias 2011","[""Nc3+"", ""bxc3"", ""Rb8+"", ""Qb4"", ""Rxb4+"", ""cxb4"", ""Qd5"", ""h7+"", ""Kh8"", ""Bb2+"", ""Rxb2+""]",11,medium,343
975,intermediate-0975,intermediate,"Levon Aronian - Magnus Carlsen, Moscow 2011","[""Qxc5"", ""gxf6"", ""R5c3"", ""Rxa2"", ""Qf4"", ""a4"", ""Rxc5"", ""bxa2"", ""Qg5"", ""a1=Q+"", ""Rc1"", ""Qxc1+"", ""Qxc1"", ""h6""]",14,low,343
976,intermediate-0976,intermediate,"Magnus Carlsen - Levon Aronian, Wijk aan Zee 2012","[""Nxc6"", ""Rxc6"", ""Nxd5"", ""Qxd4+"", ""Rc2"", ""Kh1+"", ""Qe4+"", ""Rf2"", ""Be3"", ""Qxe5"", ""Ne7+"", ""Bf4"", ""Qxe7"", ""Rxd8+"", ""Qxd8"", ""Qxc6+""]",16,low,343
977,intermediate-0977,intermediate,"Evgeny Tomashevsky - Magnus Carlsen, Moscow (blitz) 2012","[""Bxe7"", ""Nxe7"", ""Nxg5"", ""Bf4"", ""e5"", ""Nxe7"", ""Nxe7""]",7,medium,344
978,intermediate-0978,intermediate,"Magnus Carlsen - Teimour Radjabov, Astana (blitz) 2012","[""h4"", ""gxh4"", ""g5+""]",3,medium,344
979,intermediate-0979,intermediate,"Magnus Carlsen - Judit Polgar, Mexico City 2012","[""N4xd5"", ""Bxg5"", ""exd5"", ""Qxb4"", ""Qxg5"", ""hxg5"", ""Qxb7"", ""Nf4"", ""Bc4"", ""Rxg5"", ""Nxb4""]",11,medium,344
980,intermediate-0980,intermediate,"Jon Ludvig Hammer - Magnus Carlsen, Stavanger (blitz) 2013","[""Qxf3"", ""Nxf3+"", ""exf3"", ""Qxf3"", ""Bg2"", ""Qxg2+"", ""Qxg2"", ""Bxg2"", ""Kxg2"", ""Re2+"", ""Kg1"", ""Bb2"", ""h5"", ""Bxf3"", ""Nd4"", ""Qg4"", ""Nxf3"", ""Rxf3"", ""Bg2"", ""exf3"", ""Nxf3+"", ""Kh1"", ""Nxd2+""]",23,low,344
981,intermediate-0981,intermediate,"Shakhriyar Mamedyarov - Magnus Carlsen, Moscow (blitz) 2013","[""Nc7"", ""Rxc7"", ""Bxc7"", ""Qxc7"", ""b4""]",5,medium,344
982,intermediate-0982,intermediate,"Shakhriyar Mamedyarov - Magnus Carlsen, Shamkir 2014","[""Bxe4"", ""Bxe4"", ""Rxd1"", ""Qxd1"", ""Nxe4"", ""Qd8+"", ""Kh7"", ""Ng6"", ""Qf2+""]",9,medium,344
983,intermediate-0983,intermediate,"Magnus Carlsen - Radoslaw Wojtaszek, Tromsø (ol) 2014","[""Be6""]",1,medium,344
984,intermediate-0984,intermediate,"Magnus Carlsen - Carlos Antonio Hevia, Internet (2) 2016","[""Nxh3+"", ""gxh3"", ""Rxf3"", ""Qxf3"", ""Qxd4+""]",5,medium,344
985,advanced-0985,advanced,"Wilhelm Steinitz - Philipp Meitner, Vienna 1859","[""e6"", ""dxe6""]",2,medium,346
986,advanced-0986,advanced,"Johannes Zukertort - Wilhelm Steinitz, London (1) 1872","[""Bxf2+"", ""Kh1"", ""Kxf2"", ""fxe5+"", ""Kg1"", ""Qxg5""]",6,medium,346
987,advanced-0987,advanced,"Wilhelm Steinitz - Curt von Bardeleben, Hastings 1895","[""Qg4"", ""g6"", ""Ng5+"", ""Ke8"", ""fxg5"", ""Qxd7+""]",6,medium,346
988,advanced-0988,advanced,"Wilhelm Steinitz - Emanuel Lasker, Moscow (3) 1896","[""Rg8""]",1,medium,346
989,advanced-0989,advanced,"Paul Lipke - Wilhelm Steinitz, Vienna 1898","[""Nxc7"", ""Rxc7"", ""Qxc7"", ""Bxd6+""]",4,medium,347
990,advanced-0990,advanced,"Emanuel Lasker - Johann Bauer, Amsterdam 1889","[""Bxh7+"", ""Kxh7"", ""Qxh5+"", ""Kg8"", ""Bxg7"", ""Kxg7"", ""f6"", ""Bh6"", ""Rf3"", ""f5"", ""Bh6"", ""Qe8"", ""Be5"", ""Rf6"", ""Rf3""]",15,low,347
991,advanced-0991,advanced,"Emanuel Lasker - Joseph Blackburne, London 1892","[""Re7"", ""Ne6"", ""Qxe7"", ""Qxd5+""]",4,medium,347
992,advanced-0992,advanced,"Emanuel Lasker - Hasselblatt, Riga (simul) 1909","[""Bxh7+"", ""Kxh7"", ""h6+"", ""Kf8"", ""Qh4"", ""Ne1"", ""Rb5"", ""Ke8"", ""Bg6"", ""Bc1"", ""Bxf7+"", ""Kd7"", ""Bxe6+"", ""Ke8"", ""Kc7"", ""Rxg7+"", ""Kb6"", ""Qd8+"", ""Bf7+"", ""Bg6"", ""Re7"", ""hxg6"", ""hxg6""]",23,low,347
993,advanced-0993,advanced,"Emanuel Lasker - L. Molina, Buenos Aires (simul) 1910","[""Qxf7+"", ""Bxf7+"", ""Kh8"", ""Qxf7"", ""Rxf7"", ""b8=Q+"", ""Kh7"", ""Bxf7"", ""Qxf7"", ""Rd1"", ""Qa2+"", ""Ke3"", ""Ke1"", ""Qc2"", ""Rd2"", ""Qc1"", ""Qxe5"", ""Qe1+"", ""Re2"", ""Kf3"", ""Qxd2"", ""Qxc5"", ""Qc1+"", ""Kd4"", ""Nb3+"", ""Kc4"", ""Qa3"", ""Bxf7+"", ""Kh8"", ""Kxf7"", ""Rf1+"", ""Ke7"", ""Rxf8"", ""Kxf8"", ""b8=Q+""]",35,low,348
994,advanced-0994,advanced,"Emanuel Lasker - Gyula Breyer, Budapest 1911","[""Rxe4"", ""Qc3"", ""fxe4"", ""Bxe4+""]",4,medium,348
995,advanced-0995,advanced,"Emanuel Lasker - Efim Bogoljubov, Zurich 1934","[""Bxg3"", ""Re2"", ""hxg3"", ""Qxg3+"", ""Kh1"", ""Ng2"", ""Bxg2"", ""Rxg2"", ""Re1+"", ""Qxe1"", ""Qxe1+""]",11,medium,348
996,advanced-0996,advanced,"Jose Raul Capablanca - Pagliano/Elias, Buenos Aires 1911","[""Bxc3"", ""Bxc3"", ""Nb4+"", ""Nxc3"", ""Qxc3"", ""Kb1"", ""Bxb4+"", ""Kxb4""]",8,medium,348
997,advanced-0997,advanced,"Valentin Fernandez Coria - Jose Raul Capablanca, Buenos Aires 1914","[""Bh3"", ""Nxg2"", ""Kxg2"", ""Bh3+"", ""Kg3"", ""Ne3"", ""g3"", ""gxh3"", ""Qg5+"", ""Kh1"", ""Qg2#""]",11,medium,348
998,advanced-0998,advanced,"Nikolay Tereshchenko - Alexander Alekhine, St Petersburg 1909","[""Ngf4"", ""gxf4"", ""Kg1"", ""Nxd3"", ""Nxd3"", ""f5"", ""exf5"", ""Qxf5"", ""Bc2"", ""Rg1"", ""Nxg3+"", ""Qxg3"", ""Qxf1+""]",13,low,349
999,advanced-0999,advanced,"Alexander Alekhine - Gutkevitsch, Moscow (simul) 1910","[""Bh6"", ""Nxg7"", ""Kxg7"", ""Bh6+"", ""Kh8"", ""Ne8"", ""gxh6"", ""Qxh6""]",8,medium,349
1000,advanced-1000,advanced,"Joel Fridlizius - Alexander Alekhine, Stockholm 1912","[""Nf6+"", ""gxf6"", ""exf6"", ""Bxf4+"", ""Qxf4"", ""Qxe1"", ""Nxf4+"", ""Nxg6"", ""Qh6"", ""Qe5+"", ""Kh1"", ""Qxf6"", ""Qe4"", ""Ne7+""]",14,low,349
1001,advanced-1001,advanced,"P. Fleissig - Alexander Alekhine, Bern (simul) 1922","[""Nh3+"", ""Kf1"", ""gxh3"", ""Bxf3""]",4,medium,349
1002,advanced-1002,advanced,"Ernst Grünfeld - Alexander Alekhine, Karlsbad 1923","[""Nf4"", ""exf4"", ""Qc4"", ""Qxc4"", ""Rxd1+"", ""Qf1"", ""Kf2"", ""bxc4""]",8,medium,349
1003,advanced-1003,advanced,"Alexander Alekhine - M. Scholtz, Los Angeles (simul) 1932","[""f4+"", ""Kf2"", ""Kd4"", ""Rxa4""]",4,medium,350
1004,advanced-1004,advanced,"Alexander Alekhine - A. Correia Neves, Estoril (simul) 1940","[""Ndxf7+"", ""Kg8"", ""Rxf7"", ""Ng6+""]",4,medium,350
1005,advanced-1005,advanced,"Alexander Alekhine - Mollinedo, Madrid (simul) 1941","[""e5"", ""e4"", ""dxe5"", ""Ne4"", ""Bf5"", ""Nxf6"", ""Qxf6"", ""Kg7"", ""g4"", ""Qxf6"", ""Bxg4"", ""g4"", ""Kg7"", ""Qxb7+""]",14,low,350
1006,advanced-1006,advanced,"Max Euwe - William Felderhof, Netherlands 1931","[""g5"", ""Nxe6"", ""Rxd8"", ""Rxd8"", ""Nxe6"", ""Rd2"", ""Qxd2"", ""Qxe4#""]",8,medium,350
